"whosampled_id","mood_party","danceability_danceable","mood_relaxed","mood_sad","timbre_bright","tonal_atonal_atonal","cascade_size","temporal_influence"
"Meek-Mill/Face-Down","0.717464268208","0.99512565136","0.677197515965","0.249628990889","0.810068964958","0.179093435407","0","0.17152546296296298"
"Public-Enemy/Raise-the-Roof","0.929048418999","0.998797416687","0.111158974469","0.159034058452","0.712013721466","0.0938498005271","0","0.16275000000000003"
"Mary-Jane-Girls/All-Night-Long","0.39640212059","0.939999043941","0.733747839928","0.796706855297","0.994073867798","0.0997274294496","196","0.17550000000000002"
"El-Alfa/Ma-Niga","","","","","","","0","0.25324321986607146"
"Loon/How-You-Want-That","0.856281518936","0.971763372421","0.0403267517686","0.27364718914","0.523771166801","0.818307876587","0","0.16617361111111112"
"Quincy-Jones/Ironside","0.0908244997263","0.36785697937","0.352133184671","0.636308014393","0.959928631783","0.950563073158","1","0.15000000000000002"
"Public-Enemy/Louder-Than-a-Bomb","0.897785186768","0.980575323105","0.00639172783121","0.0581063441932","0.799706041813","0.571008384228","0","0.16275000000000003"
"Siddiq/II","","","","","","","0","0.18651187101382413"
"Shiro-Sagisu/Gap-of-Dream","","","","","","","1","0.15000000000000002"
"Mustard/Ty-Dolla-$Ign-Checks-in-(Interlude)","","","","","","","0","0.33219716796875004"
"2-Live-Crew/Dirty-Nursery-Rhymes","0.95282959938","0.994440555573","0.00819661747664","0.0583542920649","0.248931199312","0.00581167824566","0","0.15000000000000002"
"D.-Ardee/See-You-Ridin%27","","","","","","","0","0.15000000000000002"
"Ganja-Mafia/M%C3%B3j-Ziomek","","","","","","","0","0.15000000000000002"
"Frank-Ski/Tony%27s-Bitch-Track-(Original-Dirty-Version)","","","","","","","1","0.15000000000000002"
"Tom-Jones/Looking-Out-My-Window","0.330787211657","0.74792277813","0.787399709225","0.0695950463414","0.772085726261","0.958554446697","37","0.15000000000000002"
"Frank-Ski/Whores-in-This-House","1.66116751643E-5","0.999992728233","0.808817088604","0.35144212842","0.975260555744","0.165875390172","5","0.15000000000000002"
"Cutmaster-D.C./Brooklyn%27s-in-the-House","","","","","","","45","0.15000000000000002"
"N.W.A/8-Ball","0.817092597485","0.993474721909","0.672287166119","0.215247839689","0.710636258125","0.0585910342634","73","0.16275000000000003"
"Joey-Bada$$/FromdaTomb$","0.55615478754","0.999777674675","0.904195606709","0.141391634941","0.523951053619","0.221952050924","0","0.17467125000000003"
"Mr.-Lee-(Chicago-House)/Get-Busy","","","","","","","0","0.15000000000000002"
"Keys-N-Krates/Dum-Dee-Dum","1.54861845658E-5","3.00000096379E-14","0.808817088604","0.208897292614","0.460843145847","0.411707192659","0","0.19235738523345433"
"Lil-Wayne/Get-Off-the-Corner","0.432943820953","0.999986171722","0.749685645103","0.242477968335","0.0635138303041","0.518196761608","1","0.15000000000000002"
"Andrew-Dice-Clay/Mother-Goose","0.328003853559","0.519114911556","0.641700267792","0.341011881828","0.318165063858","0.0973692461848","0","0.15000000000000002"
"Curtis-Mayfield/Future-Shock","0.31326007843","0.370608210564","0.439424306154","0.468720942736","0.746300280094","0.0975104123354","1","0.15000000000000002"
"Eminem/Rap-God","0.5","0.988980650902","0.629792571068","0.374684274197","0.940462648869","0.0227380860597","0","0.23819287328209987"
"Bukano/La-Cumbia-De-Los-Vaqueros","","","","","","","",""
"Jay-Z/Success","4.09083950217E-5","0.997488439083","0.808817088604","0.0608208216727","0.00637068413198","0.0160628072917","0","0.23819287328209987"
"Sunday-Service-Choir/Lord-You%27re-Holy-Ballin%27","","","","","","","",""
"LL-Cool-J/Doin-It","","","","","","","0","0.17467125000000003"
"Naughty-by-Nature/Let-the-Ho%27s-Go","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0605606175959","0.467344760895","0.128244444728","0","0.15000000000000002"
"Flamingosis/G-E-T-L-O-W","","","","","","","",""
"Roddy-Ricch/Elyse%27s-Skit","0.0140835046768","0.0672001764178","0.600351452827","0.810082435608","0.968756616116","0.982608318329","0","0.15000000000000002"
"James-Blake/Take-a-Fall-for-Me","0.344911813736","0.374981403351","0.58215034008","0.606237113476","0.0028712884523","0.210665687919","1","0.15000000000000002"
"Kendrick-Lamar/Poe-Mans-Dreams-(His-Vice)","","","","","","","0","0.17467125000000003"
"B.G.-The-Prince-of-Rap/This-Beat-Is-Hot-(Get-Into-the-Rhythm-Mix)","0.962694764137","0.999984562397","0.436146199703","0.200642466545","0.982165753841","0.854210615158","0","0.15000000000000002"
"Girl-Talk/Triple-Double","0.707674920559","0.996122837067","0.073749832809","0.253711402416","0.346185445786","0.609550952911","0","0.19235738523345433"
"IamSu!/How-Low","","","","","","","0","0.19235738523345433"
"Fiasko/BALLiN-REMiX-(Off-Duty-Cyborg-Shinobi-%233)","","","","","","","",""
"ESG/UFO","0.528725743294","0.846921682358","0.338580667973","0.145889803767","0.464639604092","0.153866201639","97","0.15000000000000002"
"Al-Green/I%27m-Glad-You%27re-Mine","0.414703279734","0.337129116058","0.450504779816","0.467747092247","0.850090324879","0.708654463291","2","0.15000000000000002"
"Logic/Under-Pressure","0.572194516659","0.998032569885","0.383827924728","0.351451575756","0.00716986972839","0.096455194056","0","0.562873675792011"
"The-Game/Eazy","","","","","","","1","0.18037367579201105"
"Yuno-Miles/Crack-That-Taste-Like-Ribs","","","","","","","",""
"Eazy-E/Real-Muthaphuckkin-G%27s","0.867270648479","0.997964918613","0.0955215021968","0.186665445566","0.276625752449","0.0580378845334","10","0.23419948674242425"
"Pliers/Murder-She-Wrote","0.650451600552","0.692675828934","0.853174269199","0.296439886093","0.999990284443","0.167625844479","",""
"Kendrick-Lamar/Opposites-Attract-(Tomorrow-Without-Her)","","","","","","","0","0.17467125000000003"
"Deejays-United/Dance-Computer-One","","","","","","","0","0.15000000000000002"
"Kojey-Radical/Feel-About-It","0.891179919243","0.996957540512","0.180612668395","0.195888340473","0.129033029079","0.410110235214","0","0.19235738523345433"
"Tommy-Quickly/Humpty-Dumpty","","","","","","","0","0.15000000000000002"
"Cajmere/Wet-Dream","","","","","","","1","0.15000000000000002"
"John-Oswald/Brown","0.598190128803","0.716383934021","0.489621013403","0.0967257544398","0.369080007076","0.190381154418","0","0.15000000000000002"
"The-Jimmy-Castor-Bunch/Troglodyte-(Cave-Man)","0.825338304043","0.327093452215","0.363277256489","0.155380994081","0.0936316922307","0.0945335775614","40","0.15000000000000002"
"DJ-Sneak/Work-It","","","","","","","1","0.15000000000000002"
"Redman/Time-4-Sum-Aksion","0.892085492611","0.985190272331","0.0725333616138","0.108900912106","0.148849397898","0.101096868515","0","0.2266788541666667"
"III-Most-Wanted/Most-Wanted","","","","","","","0","0.15000000000000002"
"The-Hood-Internet/2009","","","","","","","0","0.19235738523345433"
"Slim-Thug/Thug","0.989554941654","0.999996900558","0.105439051986","0.174308419228","0.046036798507","0.0049400809221","0","0.5527799257920111"
"Three-6-Mafia/Ridin%27-Spinners","0.968940198421","0.999865174294","0.263922184706","0.149234265089","0.225005045533","0.413907885551","4","0.18037367579201105"
"Masta-Ace-Incorporated/Sittin%27-on-Chrome","0.944191098213","0.999988138676","0.396629869938","0.370872437954","0.00786526501179","0.0115056736395","6","0.3422117439738292"
"The-New-Pardesi-Music-Machine/Lak-Tunu-Tunu-(Remix)","","","","","","","0","0.15000000000000002"
"Bits-%26-Pieces-(Dynamite-Mixers)/Bits-%26-Pieces-88-(Side-A)","","","","","","","0","0.15000000000000002"
"Frankie-Smith/Double-Dutch-Bus","","","","","","","6","0.15000000000000002"
"50-Cent/Intro","","","","","","","0","0.17125"
"Sheek-Louch/Mighty-D-Block-(2-Guns-Up)","0.676269114017","0.911619544029","0.536691665649","0.272122859955","0.2863702178","0.066544085741","0","0.33524687500000006"
"Ennio-Morricone/The-Good,-the-Bad,-and-the-Ugly-(Main-Title)","0.030620591715","0.04475659132","0.9723919034","0.906623780727","0.900742530823","0.684501349926","20","0.15000000000000002"
"Nice-%26-Smooth/Hip-Hop-Junkies","0.963066697121","0.991224050522","0.627014160156","0.0748402923346","0.184715405107","0.0028589006979","0","0.15000000000000002"
"War/The-World-Is-a-Ghetto","0.804111897945","0.350667476654","0.781735301018","0.371795296669","0.722992420197","0.0484502278268","0","0.15000000000000002"
"TeeVee-Toons,-Inc./I-Dream-of-Jeannie-(Jeannie)","","","","","","","6","0.15000000000000002"
"Mr.-Voodoo/Lyrical-Tactics-Pt.-II-(The-Final-Conflict)","","","","","","","0","0.17125"
"Prince/Housequake","","","","","","","3","0.15000000000000002"
"AZ/Mo-Money,-Mo-Murder-Homicide","","","","","","","7","0.16275000000000003"
"The-Drill/Jack-Dean","","","","","","","0","0.21169863559885105"
"Sugarhill-Gang/Rapper%27s-Delight","0.911938905716","0.997519493103","0.0397047735751","0.241744279861","0.847928404808","0.00691180024296","168","0.15000000000000002"
"Koda-Kumi/Shake-It","","","","","","","0","0.21169863559885105"
"Slaughterhouse/Sun-Doobie","","","","","","","0","0.17125"
"The-Jimmy-Castor-Bunch/It%27s-Just-Begun","0.827849924564","0.65726006031","0.0235246531665","0.0928593203425","0.00453134113923","0.682208776474","3","0.15000000000000002"
"Ice-Cube/We-Be-Clubbin%27-(Clark-World-Remix)","","","","","","","",""
"Horrorshow/Thoughtcrime-(Doin%27-My-Think)","0.334332853556","0.923287630081","0.838630795479","0.410448044538","0.0554440207779","0.723764955997","0","0.21169863559885105"
"N.W.A/Gangsta-Gangsta","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0540876053274","0.0193976573646","3.75311947209E-6","14","0.9572102272727274"
"Tyree/Acid-Crash-(House-Mix)","","","","","","","1","0.15000000000000002"
"The-P.J.-Project/Weak","","","","","","","1","0.15000000000000002"
"The-411/On-My-Knees-(Kardinal-Beats-Remix)","","","","","","","0","0.21169863559885105"
"MC-Connection/Ridiculous-Bass","","","","","","","0","0.15000000000000002"
"The-Airport-District/Every-Minute","","","","","","","0","0.19235738523345433"
"Limp-Bizkit/N-2-Gether-Now","","","","","","","7","0.363867425792011"
"Smooth-Touch/House-of-Love-(MorePhearce-Mix)","0.962341606617","0.999982297421","0.170895516872","0.353676527739","0.244996041059","0.0374338403344","1","0.15000000000000002"
"Wynona-Carr/Nursery-Rhyme-Rock","0.520987510681","0.162684977055","0.482513278723","0.470651209354","0.864676356316","0.379059642553","",""
"Mike-Dunn/Magic-Feet-(Original-Mix)","","","","","","","1","0.15000000000000002"
"Supr%C3%AAme-NTM/Tout-N%27Est-Pas-Si-Facile","0.709046542645","0.996461391449","0.711244761944","0.565529823303","0.0960290655494","0.347939759493","0","0.17467125000000003"
"Duran-Duran/White-Lines-(Warren-%27Kommission%27-Sanford-Mix)","","","","","","","0","0.15000000000000002"
"Dem-Niggas/Git-the-Hole","","","","","","","1","0.15000000000000002"
"Indeep/Last-Night-a-D.J.-Saved-My-Life","0.575933635235","0.987948298454","0.780801475048","0.462800532579","0.560973525047","0.0196446850896","11","0.15000000000000002"
"Kumi-Koda/SHAKE-IT","","","","","","","0","0.21169863559885105"
"Audio-Two/Top-Billin%27","0.974156498909","0.999230146408","0.824228525162","0.0398541130126","0.96049284935","1.54302779265E-5","26","0.17467125000000003"
"Cha-os/Records,-Turntables-(Scratch-Version)","","","","","","","0","0.15000000000000002"
"Moe-Shop/Luda-Gets-Funky","","","","","","","",""
"Chapa-La-Voz-Del-Patio/Joseador","","","","","","","",""
"Drake/Started-From-the-Bottom","5.01877184433E-5","0.9508061409","0.808817088604","0.694055438042","0.356064587831","0.0648627579212","0","0.28546875000000005"
"The-D.O.C./Comm.-Blues","0.751657128334","0.844759583473","0.274703472853","0.0591545626521","0.852851569653","0.747700214386","1","0.15000000000000002"
"Scotty/Children-Children","0.721398532391","0.877907037735","0.0349985063076","0.215959012508","0.0382576994598","0.541444063187","0","0.15000000000000002"
"Armando/100%25-of-Disin%27-You","","","","","","","",""
"Drake/Deep-Pockets","0.174638673663","0.971346914768","0.822936058044","0.0789461955428","0.221257165074","0.698376715183","0","0.17467125000000003"
"El-General/Te-Ves-Buena-(Remix)","","","","","","","0","0.15000000000000002"
"Kris-Kross/Krossed-Out-Version-of-a-Nursery-Rhyme","","","","","","","0","0.15000000000000002"
"Mr.-Lee-(Chicago-House)/Pump-Up-Chicago-(Acid-Mix)","","","","","","","1","0.15000000000000002"
"Busy-Bee/Busy-Bee-at-the-Amphitheatre","","","","","","","1","0.15000000000000002"
"Lyfe-Jennings/Learn-From-This","","","","","","","0","0.15000000000000002"
"C%2BC-Music-Factory/Gonna-Make-You-Sweat-(Everybody-Dance-Now)","0.940749406815","0.999159514904","0.0609588101506","0.0801009535789","0.314417660236","0.0171189811081","4","0.15000000000000002"
"Danny!/Manic!-At-the-Disco","","","","","","","0","0.23819287328209987"
"Wild-Style-at-the-Ampitheatre/Movie-End-Scene","","","","","","","",""
"Rajiv-Dhall/Best-Pop-Songs-of-2015-Mashup","","","","","","","",""
"DJ-Earworm/United-State-of-Pop-2015-(50-Shades-of-Pop)","0.407282590866","0.970973968506","0.738502800465","0.342505306005","0.752486944199","0.256021857262","",""
"Balan-Kashmir/My-Machas","","","","","","","0","0.15000000000000002"
"Eric-Bellinger/Awkward","0.0112974168733","0.999933362007","0.806131839752","0.230011388659","0.323029607534","0.368659615517","0","0.25324321986607146"
"George-Carlin/Nursery-Rhymes","0.112007007003","0.0875213742256","0.649005234241","0.369735836983","0.040523134172","6.72723729167E-7","0","0.15000000000000002"
"Frank-Churchill/Dig-a-Dig-Dig-Heigh-Ho","","","","","","","1","0.15000000000000002"
"Nate57/Gefahrengebiet","","","","","","","",""
"Troy-Ave/Your-Style","0.5","0.981947004795","0.333245038986","0.197577551007","0.219105929136","0.0268390029669","",""
"Big-Pun/Still-Not-a-Player","0.804971814156","0.985476791859","0.054456114769","0.149870216846","0.959483683109","0.0782229080796","7","0.5018754582737843"
"Eazy-E/Eazy-er-Said-Than-Dunn","","","","","","","10","0.22650000000000003"
"Deavid-Soul/Beat-Ensemble-of-Chicago","","","","","","","0","0.2119187581710824"
"Play-N-Skillz/Get-Freaky","","","","","","","",""
"Bomb-the-Bass/Megablast-(Hip-Hop-on-Precinct-13)-(7-Mix)","0.889975309372","0.970611035824","0.194055646658","0.0864235758781","0.566932320595","0.0472732819617","0","0.16275000000000003"
"Mondai1112/Piracy-Is-Okay7","","","","","","","",""
"Yuji-Ohno/Shinobi-Yoru-Invader","","","","","","","1","0.15000000000000002"
"Dubmood/Mainstream-Technology","0.617756426334","0.999809622765","0.593470335007","0.173985764384","0.196476012468","0.196861535311","0","0.17289020562770566"
"Puff-Daddy/It%27s-All-About-the-Benjamins-(Armand%27s-Gangsta-Mental-Mix)","","","","","","","0","0.16416666666666668"
"Lil-Scrappy/Don%27t-Stop-(Pop-That-Pussy)","","","","","","","",""
"G-Eazy/Far-Alone","0.678594589233","0.999927580357","0.225180953741","0.208190888166","0.0159848872572","0.0387462154031","",""
"Eminem/Remind-Me","0.745162844658","0.992162644863","0.00491511169821","0.0607735328376","0.540583848953","0.224698334932","0","0.4211736111111112"
"A$AP-Mob/Hella-Hoes","0.807511031628","0.998213231564","0.0614938847721","0.30505952239","0.22985342145","0.323636233807","",""
"DJ-Smokey/Mushroom-Island-Monsters","0.471955388784","0.962841749191","0.635497927666","0.461881071329","0.114231459796","0.347633481026","0","0.41775000000000007"
"Mia-Ariannaa/%23AnxiousAF","","","","","","","",""
"Dilip/Pressure-(Intro)","","","","","","","0","0.16821428571428573"
"Aides-Crew/Matrix-4","","","","","","","",""
"%22Weird-Al%22-Yankovic/Alimony","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0724987238646","0.00204479671083","0.0290200244635","0","0.16416666666666668"
"City-Girls/Good-Love","","","","","","","0","0.322667124940451"
"2-Chainz/I%27m-Different","0.0535677112639","0.887583017349","0.802767217159","0.44995456934","0.922091245651","0.0250836294144","0","0.1675597098214286"
"702/Get-It-Together","0.109269768","0.309616208076","0.9945936203","0.624134421349","0.983880579472","0.530454695225","2","0.15000000000000002"
"KC-%26-the-Sunshine-Band/Get-Down-Tonight","0.859070599079","0.43346658349","0.781215131283","0.181970849633","0.987515985966","0.967297971249","210","0.15000000000000002"
"Lil%27-Louis/French-Kiss-(The-Original-Underground-Mix)","0.95310151577","0.996545493603","0.171762108803","0.339381039143","0.995901584625","0.256625175476","1","0.15000000000000002"
"Funkadelic/Let%27s-Take-It-to-the-Stage","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.104825377464","0.00206456705928","7.47695048631E-6","0","0.15000000000000002"
"Kaliber-44/Masz-Albo-My%C5%9Blisz-O-Nich-A%C5%BC...","0.801485478878","0.981039345264","0.350309967995","0.216189205647","0.274023264647","1.88214630725E-6","4","0.2821041666666667"
"Lakutis/I%27m-in-the-Forest","0.866180598736","0.997903108597","0.0131563367322","0.0764732211828","0.0115152103826","0.0246087592095","0","0.17289020562770566"
"Eskondo/Futur-Delpech","","","","","","","0","0.29571428571428576"
"Sango/Devolva","0.682108700275","0.996788859367","0.584554433823","0.331671357155","0.420399934053","0.148285001516","0","0.16932421875"
"50-Cent/Ayo-Technology","0.862844109535","0.99557954073","0.160314545035","0.319399476051","0.936815917492","0.967420578003","9","0.24687545827378435"
"Death%27s-Dynamic-shroud.wmv/%E1%84%92%E1%85%A9%E1%86%AB%E1%84%8C%E1%85%A1-%E1%84%82%E1%85%A1%E1%86%B7%E1%84%8B%E1%85%B3%E1%86%AB-%E1%84%8C%E1%85%B5%E1%84%80%E1%85%B3%E1%86%B7-%E1%84%81%E1%85%A9%E1%86%AF%E1%84%8B%E1%85%B5-(Reprise)","0.92073816061","0.939635634422","0.072913326323","0.103424564004","0.0102983061224","0.0107638780028","0","0.15000000000000002"
"Koji-Kondo/Super-Mario-Bros.-Sound-Effects","","","","","","","1","0.15000000000000002"
"Eminem/My-Name-Is","0.682113170624","0.637912392616","0.716145157814","0.452125012875","0.955091953278","0.00484871305525","7","0.2775"
"Korell/Paradise-II","","","","","","","0","0.15000000000000002"
"MF-DOOM/Kookies-(Original-Version)","","","","","","","0","0.17467125000000003"
"Insane-Clown-Posse/What-Is-a-Juggalo%3F","0.806032657623","0.952536404133","0.460318416357","0.181761488318","0.555655002594","0.898062229156","0","0.945373675792011"
"Big-Sean/All-Your-Fault","0.329194009304","0.984770894051","0.396120667458","0.393899172544","0.883267700672","0.900220751762","0","0.20715325055803574"
"MessyPandas/Go-Low","","","","","","","0","0.19235738523345433"
"Girl-Talk/Overtime","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.025486016646","0.00775332516059","0.0131989400834","0","0.17426041666666667"
"Mekon/Skool%27s-Out-(Deckwrecka-Tufnell-Parkside-Remix)","","","","","","","0","0.36224349747474754"
"Bruno-Sanfilippo/Ambessence-Piano-%26-Drones-1","0.00132991676219","0.00386957242154","0.970966637135","0.466143786907","0.0565327182412","0.999269962311","1","0.15000000000000002"
"Solange/Fuck-the-Industry-(Signed-Sincerely)","","","","","","","0","0.22539419301184926"
"Lil%27-Kim/How-Many-Licks%3F","0.782345056534","0.99966865778","0.415333449841","0.188784196973","0.66225361824","0.00994883291423","8","0.15000000000000002"
"Capone-N-Noreaga/L.A.,-L.A.-(Iraq-Mix)","","","","","","","0","0.18803436079545457"
"Traditional-Folk/This-Old-Man","","","","","","","",""
"G-Eazy/Endless-Summer","0.70493221283","0.990393996239","0.861246585846","0.435528278351","0.253550201654","0.43080702424","0","0.22539419301184926"
"Rick-Ross/IDFWU-Remix","","","","","","","",""
"Common/Wise-Up","","","","","","","0","0.16152812500000002"
"Big-Sean/Single-Again","0.492125928402","0.999431788921","0.8382807374","0.295748233795","0.281217336655","0.20172649622","",""
"Tootsie-Roll-Industries/How-Many-Licks%3F","","","","","","","",""
"A-Tribe-Called-Quest/Rhythm-(Devoted-to-the-Art-of-Moving-Butts)","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.056958053261","0.0303042270243","1.68761027908E-6","0","0.16159090909090912"
"Mwana-FA/Naongea-Na-Wewe","","","","","","","0","0.22539419301184926"
"Lil-Mama/Sausage","","","","","","","",""
"Earl-Sweatshirt/Kill","0.731891214848","0.999998688698","0.825761258602","0.749803483486","5.60641172342E-4","1.59315004566E-6","0","0.16159090909090912"
"Xzibit/What-U-See-Is-What-U-Get","0.777280271053","0.973268389702","0.493241161108","0.393820464611","0.272251993418","0.792409598827","0","0.16159090909090912"
"Jon-Connor/DJ-Drama-Midtro","","","","","","","0","0.22539419301184926"
"Nipsey-Hussle/Hussle-in-the-House","0.853023290634","0.998298704624","0.00513296946883","0.351817309856","0.713055491447","0.587236344814","0","0.2589330598100571"
"Novel/There-Are-No-Words","","","","","","","0","0.22539419301184926"
"Rufus-Thomas/The-Breakdown-(Part-I)","","","","","","","22","0.15000000000000002"
"Mura-Masa/%C2%A5-(Money)","0.703136980534","0.991007447243","0.956736862659","0.350182235241","0.166811689734","0.100900307298","0","0.15000000000000002"
"Dee-Dee-Bridgewater/Lonely-Disco-Dancer","0.529603242874","0.384520620108","0.7076369524","0.5367166996","0.971173584461","0.967441618443","0","0.15000000000000002"
"OB-O%27Brien/2-OnThotful","","","","","","","",""
"N.W.A/Quiet-on-Tha-Set","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0959787368774","0.0802100524306","1.12744237413E-5","10","0.15000000000000002"
"Arell-Moors/IDFWU","","","","","","","0","0.20715325055803574"
"DJ-Purpberry/Everything-I-Am-(Chopped-%26-Screwed)","","","","","","","0","0.22539419301184926"
"Young-MC/Bust-a-Move","","","","","","","1","0.15000000000000002"
"C-HII-WVTTZ/Head-Pop","","","","","","","",""
"Anita-Baker/Caught-Up-in-the-Rapture","0.0258411243558","0.132343009114","0.985397517681","0.853294372559","0.990236461163","0.982562184334","1","0.15000000000000002"
"Lathun-Grady/Freak-It","","","","","","","1","0.16416666666666668"
"Joan-Jett-%26-the-Blackhearts/I-Love-Rock-%27N%27-Roll","0.818908452988","0.522873401642","0.0278622899204","0.0291890650988","0.858529508114","0.5","1","0.15000000000000002"
"Evelyn-%22Champagne%22-King/Love-Come-Down","0.677111744881","0.996386051178","0.106967523694","0.273257315159","0.813055574894","0.282447010279","0","0.15000000000000002"
"GilvaSunner/Katamari-on-the-Memes","","","","","","","0","0.9167397890195743"
"Earl-Sweatshirt/Wind-in-My-Sails","","","","","","","",""
"Yung-Gud/2-on-(Yung-Gud-%E2%98%B9-Remix)","","","","","","","",""
"Bob-Marley/Duppy-Conqueror","","","","","","","7","0.2775"
"Michel-Delpech/Mon-%C3%89quipage","","","","","","","1","0.15000000000000002"
"Ueberschall/SIDPLYL006.wav","","","","","","","11","0.15000000000000002"
"I-Am-Jemboy/I-Don%27t-Fuck-Wit-Chu","","","","","","","0","0.20715325055803574"
"A-Tribe-Called-Quest/The-Pressure","0.826053678989","0.985894978046","0.79133194685","0.449077576399","0.682936906815","0.0454948060215","0","0.23641805231238933"
"Sam-Lachow/80-Bars-Part-2","","","","","","","0","0.22539419301184926"
"GilvaSunner/Paper-Mario-2-Everyone%27s-Main-Menu","","","","","","","0","0.35442678951907475"
"TroyBoi/2-on-(TroyBoi-Remix)","","","","","","","",""
"Brenda-Russell/A-Little-Bit-of-Love","0.169445350766","0.164973095059","0.200587451458","0.530965209007","0.996056377888","0.996676206589","8","0.15000000000000002"
"Joe/Don%27t-Wanna-Be-a-Player","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.410211622715","0.545491099358","0.982175290585","8","0.15000000000000002"
"DJ-Q/2-on-(DJ-Q-Remix)","","","","","","","",""
"Earth,-Wind-%26-Fire/Brazilian-Rhyme-(Beijo-Interlude)","","","","","","","36","0.15000000000000002"
"LL-Cool-J/2-on-(Remix)","","","","","","","",""
"Luniz/High-Timez","","","","","","","0","0.20715325055803574"
"Kurupt/Loose-Cannons","","","","","","","0","0.16925250000000003"
"Eminem/Remember-Me","0.978014886379","0.99997407198","0.404487431049","0.433848649263","0.0951117500663","4.87990234888E-7","0","0.16925250000000003"
"Leroy/Her-Head-Is-Soooo-Rolling!!-Love-Her","","","","","","","0","0.15000000000000002"
"B.G.-Knocc-Out-%26-Dresta/D.P.G.K","0.970990478992","0.99999833107","0.790466606617","0.250937730074","0.546339631081","0.023961706087","0","0.18915945637310608"
"Lafayette-Afro-Rock-Band/Hihache","0.0664699673653","0.613219618797","0.744128704071","0.274095773697","0.999997735023","0.960516870022","80","0.15000000000000002"
"TOKiMONSTA/2-on-(TOKiMONSTA-Remix)","","","","","","","",""
"Ugly-Duckling/Eye-on-the-Gold-Chain","","","","","","","0","0.16925250000000003"
"Steve-Miller-Band/Fly-Like-an-Eagle","0.511122405529","0.938519358635","0.483792096376","0.35820838809","0.905772447586","0.453494906425","71","0.15000000000000002"
"DJ-Rashad/On-the-Flo-(DET-Version)","","","","","","","0","0.1733160155036352"
"3oda-Kru/Dzie%C5%84-Dobry","","","","","","","0","0.20994713541666668"
"Rhythm-Heritage/Theme-From-S.W.A.T.","0.818373739719","0.209498807788","0.0236843321472","0.148366957903","0.547138392925","0.983546316624","2","0.15000000000000002"
"Krayzie-Bone/Perfect-Execution","","","","","","","0","0.1733160155036352"
"IGS/Sza%C5%82-Bajt-Najt","","","","","","","0","0.15000000000000002"
"The-Wiz/Nobody-Beats-the-Wiz","","","","","","","",""
"Sami-Beigi/In-Eshghe","","","","","","","0","0.1733160155036352"
"Miuosh/Reprezent","","","","","","","0","0.20994713541666668"
"T.I./Poppin%27-Bottles","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.216459572315","0.00681090261787","7.09274991095E-6","0","0.18336216796875002"
"Tairrie-B./Swingin%27-Wit%27-T","","","","","","","0","0.16925250000000003"
"Roxanne-Shant%C3%A9/The-Def-Fresh-Crew","","","","","","","",""
"C4bal/Ayo-Technology","","","","","","","0","0.1733160155036352"
"Abradab/O-Mamo!","","","","","","","0","0.20994713541666668"
"Lil-Wayne/I-Took-Her","0.888205349445","0.999919295311","0.418595731258","0.154534488916","0.267838001251","0.399920552969","0","0.15000000000000002"
"Lil-Jon/Stick-Dat-Thang-Out-(Skeezer)","","","","","","","0","0.2254375"
"Nas/Nas-Is-Like","0.812572777271","0.997119486332","0.0243252087384","0.113014362752","0.752209484577","0.188189283013","0","0.2212819444444445"
"Bass-All-Stars/Mega-Mix-II","","","","","","","0","0.4068328125000001"
"Tyga/Drink-the-Night-Away","","","","","","","0","0.18336216796875002"
"Crystal-Castles/Courtship-Dating","0.975647926331","0.999998211861","0.192214161158","0.102420188487","0.977201938629","0.00921506341547","0","0.21375000000000002"
"tobyMac/Hype-Man-(truDog-%2707)","0.748817443848","0.942336261272","0.38316655159","0.156494945288","0.651825904846","0.0196054168046","0","0.2254375"
"YoungBoy-Never-Broke-Again/Temporary-Time","","","","","","","",""
"Ariana-Grande/The-Way","","","","","","","0","0.2210990232554528"
"DJ-Paul/Face-to-Face-With-Death","","","","","","","0","0.16925250000000003"
"DJ-Premier/Dope-Boy-Talk","","","","","","","0","0.16925250000000003"
"TIKEBOSS/Mozart","","","","","","","",""
"A-Tribe-Called-Quest/The-Chase,-Part-II","0.787799119949","0.859890282154","0.879027724266","0.107786975801","0.544714748859","0.273115843534","12","0.17941944444444446"
"Girl-Talk/Play-Your-Part-(Pt.-1)","","","","","","","0","0.18336216796875002"
"Quasimoto/Life-Is...","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.303400188684","5.24505216163E-4","0.012009639293","0","0.26793750000000005"
"Husalah/Husalah-Shine","","","","","","","0","0.2254375"
"Jackie-Mittoo/Peenie-Wallie","","","","","","","8","0.15000000000000002"
"Solid/%EB%82%98%EB%A7%8C%EC%9D%98-%EC%B9%9C%EA%B5%AC","","","","","","","0","0.16925250000000003"
"Lil%27-Kim/Work-the-Pole","","","","","","","0","0.1733160155036352"
